0,0.00011,0.00011
0.023372,0.00715,0.00715
0.046745,0.01348,0.01348
0.070117,0.01698,0.01698
0.093489,0.017,0.017
0.11686,0.01639,0.01639
0.14023,0.0162,0.0162
0.16361,0.01594,0.01594
0.18698,0.01598,0.01598
0.21035,0.01601,0.01601
0.23372,0.01571,0.01571
0.2571,0.01568,0.01568
0.28047,0.01584,0.01584
0.30384,0.01593,0.01593
0.32721,0.0158,0.0158
0.35058,0.01565,0.01565
0.37396,0.01577,0.01577
0.39733,0.01569,0.01569
0.4207,0.01574,0.01574
0.44407,0.01559,0.01559
0.46745,0.01558,0.01558
0.49082,0.01555,0.01555
0.51419,0.01533,0.01533
0.53756,0.01537,0.01537
0.56093,0.01543,0.01543
0.58431,0.01539,0.01539
0.60768,0.01525,0.01525
0.63105,0.01515,0.01515
0.65442,0.01503,0.01503
0.6778,0.01483,0.01483
0.70117,0.01441,0.01441
0.72454,0.01373,0.01373
0.74791,0.01078,0.01078
0.77129,0.00293,0.00293
0.79466,-0.00274,-0.00274
0.81803,-0.0043,-0.0043
0.8414,-0.0052,-0.0052
0.86477,-0.00583,-0.00583
0.88815,-0.00621,-0.00621
0.91152,-0.00649,-0.00649
0.93489,-0.00664,-0.00664
0.95826,-0.00673,-0.00673
0.98164,-0.00672,-0.00672
1.005,-0.00668,-0.00668
1.0284,-0.00673,-0.00673
1.0518,-0.00675,-0.00675
1.0751,-0.00674,-0.00674
1.0985,-0.00672,-0.00672
1.1219,-0.00676,-0.00676
1.1452,-0.00679,-0.00679
1.1686,-0.00673,-0.00673
1.192,-0.00665,-0.00665
1.2154,-0.00669,-0.00669
1.2387,-0.00685,-0.00685
1.2621,-0.00684,-0.00684
1.2855,-0.00664,-0.00664
1.3088,-0.00647,-0.00647
1.3322,-0.00636,-0.00636
1.3556,-0.00614,-0.00614
1.379,-0.00596,-0.00596
1.4023,-0.00542,-0.00542
1.4257,-0.00447,-0.00447
1.4491,0.00294,0.00294
1.4725,0.01684,0.01684
1.4958,0.02289,0.02289
1.5192,0.02412,0.02412
1.5426,0.02449,0.02449
1.5659,0.02463,0.02463
1.5893,0.0247,0.0247
1.6127,0.02484,0.02484
1.6361,0.02492,0.02492
1.6594,0.02492,0.02492
1.6828,0.02503,0.02503
1.7062,0.02496,0.02496
1.7295,0.02488,0.02488
1.7529,0.02475,0.02475
1.7763,0.02465,0.02465
1.7997,0.0245,0.0245
1.823,0.02417,0.02417
1.8464,0.0239,0.0239
1.8698,0.02343,0.02343
1.8932,0.02271,0.02271
1.9165,0.02109,0.02109
1.9399,0.01691,0.01691
1.9633,0.00737,0.00737
1.9866,0.00104,0.00104
2.01,-4e-005,-4e-005
2.0334,-0.00026,-0.00026
2.0568,-0.00034,-0.00034
2.0801,-0.00039,-0.00039
2.1035,-0.00041,-0.00041
2.1269,-0.00041,-0.00041
2.1503,-0.00035,-0.00035
2.1736,-0.00037,-0.00037
2.197,-0.00058,-0.00058
2.2204,-0.00061,-0.00061
2.2437,-0.00051,-0.00051
2.2671,-0.0004,-0.0004
2.2905,-0.00028,-0.00028
2.3139,-0.00036,-0.00036
2.3372,-0.00035,-0.00035
2.3606,-4e-005,-4e-005
2.384,0.00014,0.00014
2.4073,0.00024,0.00024
2.4307,0.00025,0.00025
2.4541,0.00026,0.00026
2.4775,0.00024,0.00024
2.5008,0.00024,0.00024
2.5242,0.00021,0.00021
2.5476,0.00019,0.00019
2.571,0.00018,0.00018
2.5943,0.00017,0.00017
2.6177,0.00017,0.00017
2.6411,0.00015,0.00015
2.6644,0.00014,0.00014
2.6878,0.00012,0.00012
2.7112,0.00011,0.00011
2.7346,0.0001,0.0001
2.7579,9e-005,9e-005
2.7813,0.0001,0.0001
2.8047,7e-005,7e-005
2.828,6e-005,6e-005
2.8514,5e-005,5e-005
2.8748,5e-005,5e-005
2.8982,5e-005,5e-005
2.9215,3e-005,3e-005
2.9449,3e-005,3e-005
2.9683,4e-005,4e-005
2.9917,3e-005,3e-005
3.015,5e-005,5e-005
3.0384,5e-005,5e-005
3.0618,5e-005,5e-005
3.0851,5e-005,5e-005
3.1085,6e-005,6e-005
3.1319,5e-005,5e-005
3.1553,7e-005,7e-005
3.1786,8e-005,8e-005
3.202,8e-005,8e-005
3.2254,9e-005,9e-005
3.2487,9e-005,9e-005
3.2721,0.0001,0.0001
3.2955,0.00011,0.00011
3.3189,0.00012,0.00012
3.3422,0.00012,0.00012
3.3656,0.00012,0.00012
3.389,0.00014,0.00014
3.4124,0.00014,0.00014
3.4357,0.00014,0.00014
3.4591,0.00012,0.00012
3.4825,0.00012,0.00012
3.5058,0.00011,0.00011
3.5292,0.00011,0.00011
3.5526,0.00011,0.00011
3.576,0.0001,0.0001
3.5993,0.00011,0.00011
3.6227,8e-005,8e-005
3.6461,7e-005,7e-005
3.6694,7e-005,7e-005
3.6928,8e-005,8e-005
3.7162,7e-005,7e-005
3.7396,5e-005,5e-005
3.7629,5e-005,5e-005
3.7863,4e-005,4e-005
3.8097,5e-005,5e-005
3.8331,4e-005,4e-005
3.8564,4e-005,4e-005
3.8798,5e-005,5e-005
3.9032,5e-005,5e-005
3.9265,6e-005,6e-005
3.9499,6e-005,6e-005
3.9733,7e-005,7e-005
3.9967,7e-005,7e-005
4.02,7e-005,7e-005
4.0434,8e-005,8e-005
4.0668,9e-005,9e-005
4.0902,9e-005,9e-005
4.1135,0.0001,0.0001
4.1369,0.0001,0.0001
4.1603,0.00012,0.00012
4.1836,0.00012,0.00012
4.207,0.00013,0.00013
4.2304,0.00014,0.00014
4.2538,0.00014,0.00014
4.2771,0.00015,0.00015
4.3005,0.00015,0.00015
4.3239,0.00016,0.00016
4.3472,0.00015,0.00015
4.3706,0.00017,0.00017
4.394,0.00017,0.00017
4.4174,0.00017,0.00017
4.4407,0.00016,0.00016
4.4641,0.00018,0.00018
4.4875,0.00018,0.00018
4.5109,0.00018,0.00018
4.5342,0.00017,0.00017
4.5576,0.00016,0.00016
4.581,0.00016,0.00016
4.6043,0.00016,0.00016
4.6277,0.00016,0.00016
4.6511,0.00016,0.00016
4.6745,0.00016,0.00016
4.6978,0.00016,0.00016
4.7212,0.00016,0.00016
4.7446,0.00017,0.00017
4.7679,0.00017,0.00017
4.7913,0.00017,0.00017
4.8147,0.00017,0.00017
4.8381,0.00017,0.00017
4.8614,0.00015,0.00015
4.8848,0.00015,0.00015
4.9082,0.00015,0.00015
4.9316,0.00015,0.00015
4.9549,0.00015,0.00015
4.9783,0.00015,0.00015
5.0017,0.00015,0.00015
5.025,0.00016,0.00016
5.0484,0.00014,0.00014
5.0718,0.00014,0.00014
5.0952,0.00013,0.00013
5.1185,0.00013,0.00013
5.1419,0.00012,0.00012
5.1653,0.00012,0.00012
5.1886,0.00012,0.00012
5.212,0.00013,0.00013
5.2354,0.00012,0.00012
5.2588,0.00012,0.00012
5.2821,0.00012,0.00012
5.3055,0.00012,0.00012
5.3289,0.00012,0.00012
5.3523,0.00012,0.00012
5.3756,0.00012,0.00012
5.399,0.00012,0.00012
5.4224,0.00012,0.00012
5.4457,0.00012,0.00012
5.4691,0.00012,0.00012
5.4925,0.00013,0.00013
5.5159,0.00013,0.00013
5.5392,0.00012,0.00012
5.5626,0.00012,0.00012
5.586,0.00011,0.00011
5.6093,0.00011,0.00011
5.6327,0.00011,0.00011
5.6561,0.0001,0.0001
5.6795,0.0001,0.0001
5.7028,0.0001,0.0001
5.7262,9e-005,9e-005
5.7496,0.0001,0.0001
5.773,8e-005,8e-005
5.7963,8e-005,8e-005
5.8197,6e-005,6e-005
5.8431,6e-005,6e-005
5.8664,5e-005,5e-005
5.8898,4e-005,4e-005
5.9132,3e-005,3e-005
5.9366,2e-005,2e-005
5.9599,2e-005,2e-005
5.9833,1e-005,1e-005
6.0067,1e-005,1e-005
6.0301,2e-005,2e-005
6.0534,0,0
6.0768,0,0
6.1002,1e-005,1e-005
6.1235,1e-005,1e-005
6.1469,1e-005,1e-005
6.1703,1e-005,1e-005
6.1937,1e-005,1e-005
6.217,1e-005,1e-005
6.2404,0,0
6.2638,0,0
6.2871,0,0
6.3105,0,0
6.3339,0,0
6.3573,0,0
6.3806,0,0
6.404,0,0
6.4274,0,0
6.4508,0,0
6.4741,0,0
6.4975,0,0
6.5209,0,0
6.5442,-1e-005,-1e-005
6.5676,-1e-005,-1e-005
6.591,-2e-005,-2e-005
6.6144,-2e-005,-2e-005
6.6377,-2e-005,-2e-005
6.6611,-3e-005,-3e-005
6.6845,-4e-005,-4e-005
6.7078,-4e-005,-4e-005
6.7312,-5e-005,-5e-005
6.7546,-5e-005,-5e-005
6.778,-6e-005,-6e-005
6.8013,-6e-005,-6e-005
6.8247,-7e-005,-7e-005
6.8481,-7e-005,-7e-005
6.8715,-8e-005,-8e-005
6.8948,-0.0001,-0.0001
6.9182,-0.00011,-0.00011
6.9416,-0.00013,-0.00013
6.9649,-0.00015,-0.00015
6.9883,-0.00018,-0.00018
7.0117,0,0
7.0351,0,0
7.0584,0,0
7.0818,0,0
7.1052,0,0
7.1285,0,0
7.1519,0,0
7.1753,0,0
7.1987,0,0
7.222,0,0
7.2454,0,0
7.2688,0,0
7.2922,0,0
7.3155,0,0
7.3389,0,0
7.3623,0,0
7.3856,0,0
7.409,0,0
7.4324,0,0
7.4558,0,0
7.4791,0,0
7.5025,0,0
7.5259,0,0
7.5492,0,0
7.5726,0,0
7.596,0,0
7.6194,0,0
7.6427,0,0
7.6661,0,0
7.6895,0,0
7.7129,0,0
7.7362,0,0
7.7596,0,0
7.783,0,0
7.8063,0,0
7.8297,0,0
7.8531,0,0
7.8765,0,0
7.8998,0,0
7.9232,0,0
7.9466,0,0
7.9699,0,0
7.9933,0,0
8.0167,0,0
8.0401,0,0
8.0634,0,0
8.0868,0,0
8.1102,0,0
8.1336,0,0
8.1569,0,0
8.1803,0,0
8.2037,0,0
8.227,0,0
8.2504,0,0
8.2738,0,0
8.2972,0,0
8.3205,0,0
8.3439,0,0
8.3673,0,0
8.3907,0,0
8.414,0,0
8.4374,0,0
8.4608,0,0
8.4841,0,0
8.5075,0,0
8.5309,0,0
8.5543,0,0
8.5776,0,0
8.601,0,0
8.6244,0,0
8.6477,0,0
8.6711,0,0
8.6945,0,0
8.7179,0,0
8.7412,0,0
8.7646,0,0
8.788,0,0
8.8114,0,0
8.8347,0,0
8.8581,0,0
8.8815,0,0
8.9048,0,0
8.9282,0,0
8.9516,0,0
8.975,0,0
8.9983,0,0
9.0217,0,0
9.0451,0,0
9.0684,0,0
9.0918,0,0
9.1152,0,0
9.1386,0,0
9.1619,0,0
9.1853,0,0
9.2087,0,0
9.2321,0,0
9.2554,0,0
9.2788,0,0
9.3022,0,0
9.3255,0,0
9.3489,0,0
9.3723,0,0
9.3957,0,0
9.419,0,0
9.4424,0,0
9.4658,0,0
9.4891,0,0
9.5125,0,0
9.5359,0,0
9.5593,0,0
9.5826,0,0
9.606,0,0
9.6294,0,0
9.6528,0,0
9.6761,0,0
9.6995,0,0
9.7229,0,0
9.7462,0,0
9.7696,0,0
9.793,0,0
9.8164,0,0
9.8397,0,0
9.8631,0,0
9.8865,0,0
9.9098,0,0
9.9332,0,0
9.9566,0,0
9.98,0,0
10.003,0,0
10.027,0,0
10.05,0,0
10.073,0,0
10.097,0,0
10.12,0,0
10.144,0,0
10.167,0,0
10.19,0,0
10.214,0,0
10.237,0,0
10.26,0,0
10.284,0,0
10.307,0,0
10.331,0,0
10.354,0,0
10.377,0,0
10.401,0,0
10.424,0,0
10.447,0,0
10.471,0,0
10.494,0,0
10.518,0,0
10.541,0,0
10.564,0,0
10.588,0,0
10.611,0,0
10.634,0,0
10.658,0,0
10.681,0,0
10.705,0,0
10.728,0,0
10.751,0,0
10.775,0,0
10.798,0,0
10.821,0,0
10.845,0,0
10.868,0,0
10.891,0,0
10.915,0,0
10.938,0,0
10.962,0,0
10.985,0,0
11.008,0,0
11.032,0,0
11.055,0,0
11.078,0,0
11.102,0,0
11.125,0,0
11.149,0,0
11.172,0,0
11.195,0,0
11.219,0,0
11.242,0,0
11.265,0,0
11.289,0,0
11.312,0,0
11.336,0,0
11.359,0,0
11.382,0,0
11.406,0,0
11.429,0,0
11.452,0,0
11.476,0,0
11.499,0,0
11.523,0,0
11.546,0,0
11.569,0,0
11.593,0,0
11.616,0,0
11.639,0,0
11.663,0,0
11.686,0,0
11.71,0,0
11.733,0,0
11.756,0,0
11.78,0,0
11.803,0,0
11.826,0,0
11.85,0,0
11.873,0,0
11.896,0,0
11.92,0,0
11.943,0,0
11.967,0,0
11.99,0,0
12.013,0,0
12.037,0,0
12.06,0,0
12.083,0,0
12.107,0,0
12.13,0,0
12.154,0,0
12.177,0,0
12.2,0,0
12.224,0,0
12.247,0,0
12.27,0,0
12.294,0,0
12.317,0,0
12.341,0,0
12.364,0,0
12.387,0,0
12.411,0,0
12.434,0,0
12.457,0,0
12.481,0,0
12.504,0,0
12.528,0,0
12.551,0,0
12.574,0,0
12.598,0,0
12.621,0,0
12.644,0,0
12.668,0,0
12.691,0,0
12.715,0,0
12.738,0,0
12.761,0,0
12.785,0,0
12.808,0,0
12.831,0,0
12.855,0,0
12.878,0,0
12.902,0,0
12.925,0,0
12.948,0,0
12.972,0,0
12.995,0,0
13.018,0,0
13.042,0,0
13.065,0,0
13.088,0,0
13.112,0,0
13.135,0,0
13.159,0,0
13.182,0,0
13.205,0,0
13.229,0,0
13.252,0,0
13.275,0,0
13.299,0,0
13.322,0,0
13.346,0,0
13.369,0,0
13.392,0,0
13.416,0,0
13.439,0,0
13.462,0,0
13.486,0,0
13.509,0,0
13.533,0,0
13.556,0,0
13.579,0,0
13.603,0,0
13.626,0,0
13.649,0,0
13.673,0,0
13.696,0,0
13.72,0,0
13.743,0,0
13.766,0,0
13.79,0,0
13.813,0,0
13.836,0,0
