0.00000000,0.00002476,0.00000000
0.01008352,0.00002476,0.00000000
0.02016704,0.00002476,0.00000000
0.03025056,0.00002475,0.00000000
0.04033408,0.00002475,0.00000000
0.05041761,0.00002474,0.00000001
0.06050113,0.00002474,0.00000001
0.07058465,0.00002473,0.00000001
0.08066817,0.00002472,0.00000001
0.09075169,0.00002471,0.00000002
0.10083521,0.00002470,0.00000002
0.11091873,0.00002469,0.00000003
0.12100225,0.00002468,0.00000003
0.13108577,0.00002466,0.00000004
0.14116929,0.00002465,0.00000004
0.15125282,0.00002463,0.00000005
0.16133634,0.00002462,0.00000005
0.17141986,0.00002460,0.00000006
0.18150338,0.00002458,0.00000007
0.19158690,0.00002456,0.00000007
0.20167042,0.00002454,0.00000008
0.21175394,0.00002451,0.00000009
0.22183746,0.00002449,0.00000010
0.23192098,0.00002446,0.00000011
0.24200450,0.00002444,0.00000011
0.25208803,0.00002441,0.00000012
0.26217155,0.00002438,0.00000013
0.27225507,0.00002435,0.00000014
0.28233859,0.00002432,0.00000015
0.29242211,0.00002429,0.00000016
0.30250563,0.00002426,0.00000017
0.31258915,0.00002422,0.00000019
0.32267267,0.00002419,0.00000020
0.33275619,0.00002415,0.00000021
0.34283971,0.00002412,0.00000022
0.35292324,0.00002408,0.00000023
0.36300676,0.00002404,0.00000025
0.37309028,0.00002400,0.00000026
0.38317380,0.00002396,0.00000027
0.39325732,0.00002391,0.00000029
0.40334084,0.00002387,0.00000030
0.41342436,0.00002383,0.00000032
0.42350788,0.00002378,0.00000033
0.43359140,0.00002373,0.00000035
0.44367492,0.00002369,0.00000036
0.45375845,0.00002364,0.00000038
0.46384197,0.00002359,0.00000039
0.47392549,0.00002354,0.00000041
0.48400901,0.00002348,0.00000043
0.49409253,0.00002343,0.00000044
0.50417605,0.00002338,0.00000046
0.51425957,0.00002332,0.00000048
0.52434309,0.00002326,0.00000050
0.53442661,0.00002321,0.00000051
0.54451014,0.00002315,0.00000053
0.55459366,0.00002309,0.00000055
0.56467718,0.00002303,0.00000057
0.57476070,0.00002297,0.00000059
0.58484422,0.00002291,0.00000061
0.59492774,0.00002284,0.00000063
0.60501126,0.00002278,0.00000065
0.61509478,0.00002271,0.00000067
0.62517830,0.00002265,0.00000069
0.63526182,0.00002258,0.00000071
0.64534535,0.00002251,0.00000073
0.65542887,0.00002244,0.00000075
0.66551239,0.00002237,0.00000077
0.67559591,0.00002230,0.00000079
0.68567943,0.00002223,0.00000081
0.69576295,0.00002216,0.00000084
0.70584647,0.00002208,0.00000086
